invoice_id,branch,city,customer_type,gender_customer,product_line,unit_cost,quantity,5pct_markup,revenue,date,time,payment_method,cogs,gm_pct,gross_income,rating
234-65-2137,C,Naypyitaw,Normal,Masculino,Casa e estilo de vida,95.58,10,47.79,1003.59,1/16/2019,13:32,Dinheiro,955.8,4.761904762,47.79,4.8
687-47-8271,A,Yangon,Normal,Masculino,Acessórios de moda,98.98,10,49.49,1039.29,02/08/19,16:20,Cartão de crédito,989.8,4.761904762,49.49,8.7
796-32-9050,A,Yangon,Normal,Masculino,Comida e bebidas,51.28,6,15384,323064,1/19/2019,16:31,Dinheiro,307.68,4.761904762,15384,6.5
105-31-1824,A,Yangon,Membro,Masculino,Esportes e viagem,69.52,7,24332,510972,02/01/19,15:10,Cartão de crédito,486.64,4.761904762,24332,8.5
249-42-3782,A,Yangon,Normal,Masculino,Saúde e beleza,70.01,5,17.5025,367.5525,01/03/19,11:36,Cartão de débito,350.05,4.761904762,17.5025,5.5
316-55-4634,B,Mandalay,Membro,Masculino,Comida e bebidas,80.05,5,20.0125,420.2625,1/26/2019,12:45,Cartão de crédito,400.25,4.761904762,20.0125,9.4
733-33-4967,C,Naypyitaw,Normal,Masculino,Acessórios eletrônicos,20.85,8,8.34,175.14,03/03/19,19:17,Dinheiro,166.8,4.761904762,8.34,6.3
608-27-6295,B,Mandalay,Membro,Masculino,Acessórios eletrônicos,52.89,6,15867,333207,1/19/2019,17:34,Cartão de crédito,317.34,4.761904762,15867,9.8
414-12-7047,B,Mandalay,Normal,Masculino,Comida e bebidas,19.79,8,7916,166236,1/18/2019,12:04,Cartão de débito,158.32,4.761904762,7916,8.7
827-26-2100,A,Yangon,Membro,Masculino,Casa e estilo de vida,33.84,9,15228,319788,3/21/2019,16:21,Cartão de débito,304.56,4.761904762,15228,8.8
175-54-2529,A,Yangon,Membro,Masculino,Comida e bebidas,22.17,8,8868,186228,03/03/19,17:01,Cartão de crédito,177.36,4.761904762,8868,9.6
139-52-2867,C,Naypyitaw,Normal,Feminino,Acessórios de moda,22.51,7,7.8785,165.4485,2/13/2019,10:50,Cartão de crédito,157.57,4.761904762,7.8785,4.8
407-63-8975,A,Yangon,Normal,Masculino,Comida e bebidas,73.88,6,22164,465444,3/23/2019,19:16,Cartão de débito,443.28,4.761904762,22164,4.4
342-65-4817,C,Naypyitaw,Membro,Masculino,Saúde e beleza,86.8,3,13.02,273.42,1/28/2019,16:47,Cartão de débito,260.4,4.761904762,13.02,9.9
130-98-8941,C,Naypyitaw,Normal,Masculino,Acessórios de moda,64.26,7,22491,472311,02/09/19,10:00,Dinheiro,449.82,4.761904762,22491,5.7
434-83-9547,C,Naypyitaw,Membro,Masculino,Comida e bebidas,38.47,8,15388,323148,1/23/2019,11:51,Dinheiro,307.76,4.761904762,15388,7.7
851-28-6367,A,Yangon,Membro,Masculino,Esportes e viagem,15.5,10,7.75,162.75,3/23/2019,10:55,Cartão de débito,155,4.761904762,7.75,8
824-88-3614,C,Naypyitaw,Normal,Masculino,Saúde e beleza,34.31,8,13724,288204,1/25/2019,15:00,Cartão de débito,274.48,4.761904762,13724,5.7
586-25-0848,A,Yangon,Normal,Feminino,Esportes e viagem,12.34,7,4319,90699,03/04/19,11:19,Cartão de crédito,86.38,4.761904762,4319,6.7
895-66-0685,B,Mandalay,Membro,Masculino,Comida e bebidas,18.08,3,2712,56952,03/05/19,19:46,Cartão de débito,54.24,4.761904762,2712,8
305-14-0245,B,Mandalay,Membro,Feminino,Casa e estilo de vida,94.49,8,37796,793716,03/03/19,19:00,Cartão de débito,755.92,4.761904762,37796,7.5
732-04-5373,B,Mandalay,Membro,Masculino,Casa e estilo de vida,46.47,4,9294,195174,02/08/19,10:53,Dinheiro,185.88,4.761904762,9294,7
400-60-7251,A,Yangon,Normal,Masculino,Casa e estilo de vida,74.07,1,3.7035,77.7735,02/10/19,12:50,Cartão de débito,74.07,4.761904762,3.7035,9.9
593-65-1552,C,Naypyitaw,Normal,Feminino,Casa e estilo de vida,69.81,4,13962,293202,1/28/2019,20:50,Cartão de crédito,279.24,4.761904762,13962,5.9
284-34-9626,B,Mandalay,Normal,Feminino,Casa e estilo de vida,77.04,3,11556,242676,02/11/19,10:39,Cartão de crédito,231.12,4.761904762,11556,7.2
437-58-8131,B,Mandalay,Normal,Feminino,Acessórios de moda,73.52,2,7352,154392,1/15/2019,13:41,Cartão de débito,147.04,4.761904762,7352,4.6
286-43-6208,C,Naypyitaw,Normal,Feminino,Comida e bebidas,87.8,9,39.51,829.71,3/16/2019,19:08,Dinheiro,790.2,4.761904762,39.51,9.2
641-43-2399,B,Mandalay,Normal,Masculino,Casa e estilo de vida,25.55,4,5.11,107.31,1/26/2019,20:23,Cartão de débito,102.2,4.761904762,5.11,5.7
831-07-6050,A,Yangon,Normal,Masculino,Acessórios eletrônicos,32.71,5,8.1775,171.7275,3/19/2019,11:30,Cartão de crédito,163.55,4.761904762,8.1775,9.9
556-86-3144,C,Naypyitaw,Membro,Feminino,Acessórios de moda,74.29,1,3.7145,78.0045,1/13/2019,19:30,Dinheiro,74.29,4.761904762,3.7145,5
848-24-9445,C,Naypyitaw,Membro,Masculino,Saúde e beleza,43.7,2,4.37,91.77,3/26/2019,18:03,Dinheiro,87.4,4.761904762,4.37,4.9
856-22-8149,A,Yangon,Normal,Feminino,Casa e estilo de vida,25.29,1,1.2645,26.5545,3/23/2019,10:13,Cartão de débito,25.29,4.761904762,1.2645,6.1
699-01-4164,C,Naypyitaw,Normal,Masculino,Saúde e beleza,41.5,4,8.3,174.3,03/12/19,19:58,Cartão de crédito,166,4.761904762,8.3,8.2
420-11-4919,C,Naypyitaw,Membro,Feminino,Comida e bebidas,71.39,5,17.8475,374.7975,2/17/2019,19:57,Cartão de crédito,356.95,4.761904762,17.8475,5.5
606-80-4905,C,Naypyitaw,Membro,Feminino,Esportes e viagem,19.15,6,5745,120645,1/29/2019,10:01,Cartão de crédito,114.9,4.761904762,5745,6.8
542-41-0513,B,Mandalay,Membro,Feminino,Acessórios eletrônicos,57.49,4,11498,241458,3/15/2019,11:57,Dinheiro,229.96,4.761904762,11498,6.6
426-39-2418,C,Naypyitaw,Normal,Masculino,Acessórios eletrônicos,61.41,7,21.4935,451.3635,1/14/2019,10:02,Dinheiro,429.87,4.761904762,21.4935,9.8
875-46-5808,B,Mandalay,Membro,Masculino,Saúde e beleza,25.9,10,12.95,271.95,02/06/19,14:51,Cartão de débito,259,4.761904762,12.95,8.7
394-43-4238,B,Mandalay,Membro,Masculino,Casa e estilo de vida,17.77,5,4.4425,93.2925,2/15/2019,12:42,Cartão de crédito,88.85,4.761904762,4.4425,5.4
749-24-1565,A,Yangon,Normal,Feminino,Saúde e beleza,23.03,9,10.3635,217.6335,01/03/19,12:02,Cartão de débito,207.27,4.761904762,10.3635,7.9
672-51-8681,C,Naypyitaw,Membro,Feminino,Acessórios eletrônicos,66.65,9,29.9925,629.8425,01/04/19,18:19,Cartão de crédito,599.85,4.761904762,29.9925,9.7
263-87-5680,C,Naypyitaw,Membro,Feminino,Casa e estilo de vida,28.53,10,14265,299565,3/18/2019,17:38,Cartão de débito,285.3,4.761904762,14265,7.8
573-58-9734,B,Mandalay,Normal,Feminino,Acessórios de moda,30.37,3,4.5555,95.6655,3/28/2019,13:41,Cartão de débito,91.11,4.761904762,4.5555,5.1
817-69-8206,B,Mandalay,Normal,Feminino,Acessórios eletrônicos,99.73,9,44.8785,942.4485,03/02/19,19:42,Cartão de crédito,897.57,4.761904762,44.8785,6.5
888-02-0338,A,Yangon,Normal,Masculino,Acessórios eletrônicos,26.23,9,11.8035,247.8735,1/25/2019,20:24,Cartão de débito,236.07,4.761904762,11.8035,5.9
677-11-0152,C,Naypyitaw,Normal,Feminino,Comida e bebidas,93.26,9,41967,881307,1/16/2019,18:08,Dinheiro,839.34,4.761904762,41967,8.8
142-63-6033,B,Mandalay,Normal,Masculino,Casa e estilo de vida,92.36,5,23.09,484.89,3/20/2019,19:17,Cartão de débito,461.8,4.761904762,23.09,4.9
656-16-1063,B,Mandalay,Normal,Masculino,Esportes e viagem,46.42,3,6963,146223,01/04/19,13:24,Cartão de crédito,139.26,4.761904762,6963,4.4
891-58-8335,B,Mandalay,Membro,Feminino,Esportes e viagem,29.61,7,10.3635,217.6335,03/11/19,15:53,Dinheiro,207.27,4.761904762,10.3635,6.5
802-43-8934,A,Yangon,Normal,Masculino,Casa e estilo de vida,18.28,1,914,19194,3/22/2019,15:05,Cartão de crédito,18.28,4.761904762,914,8.3
560-30-5617,B,Mandalay,Normal,Feminino,Esportes e viagem,24.77,5,6.1925,130.0425,3/24/2019,18:27,Dinheiro,123.85,4.761904762,6.1925,8.5
319-74-2561,A,Yangon,Membro,Feminino,Acessórios eletrônicos,94.64,3,14196,298116,2/21/2019,16:55,Dinheiro,283.92,4.761904762,14196,5.5
549-03-9315,B,Mandalay,Normal,Masculino,Acessórios de moda,94.87,8,37948,796908,02/12/19,12:58,Cartão de débito,758.96,4.761904762,37948,8.7
790-29-1172,B,Mandalay,Normal,Feminino,Comida e bebidas,57.34,3,8601,180621,03/10/19,18:59,Cartão de crédito,172.02,4.761904762,8601,7.9
239-36-3640,B,Mandalay,Normal,Masculino,Acessórios eletrônicos,45.35,6,13605,285705,1/31/2019,13:44,Cartão de débito,272.1,4.761904762,13605,6.1
468-01-2051,B,Mandalay,Normal,Masculino,Comida e bebidas,62.08,7,21728,456288,03/06/19,13:46,Cartão de débito,434.56,4.761904762,21728,5.4
389-25-3394,C,Naypyitaw,Normal,Masculino,Acessórios eletrônicos,11.81,5,2.9525,62.0025,2/17/2019,18:06,Dinheiro,59.05,4.761904762,2.9525,9.4
279-62-1445,C,Naypyitaw,Membro,Feminino,Acessórios de moda,12.54,1,627,13167,2/21/2019,12:38,Dinheiro,12.54,4.761904762,627,8.2
213-72-6612,A,Yangon,Normal,Masculino,Comida e bebidas,43.25,2,4325,90825,3/20/2019,15:56,Dinheiro,86.5,4.761904762,4325,6.2
746-68-6593,C,Naypyitaw,Membro,Feminino,Esportes e viagem,87.16,2,8716,183036,01/11/19,14:29,Cartão de crédito,174.32,4.761904762,8716,9.7
836-82-5858,B,Mandalay,Membro,Masculino,Saúde e beleza,69.37,9,31.2165,655.5465,1/26/2019,19:14,Cartão de débito,624.33,4.761904762,31.2165,4
583-72-1480,C,Naypyitaw,Membro,Masculino,Acessórios eletrônicos,37.06,4,7412,155652,1/31/2019,16:24,Cartão de débito,148.24,4.761904762,7412,9.7
466-61-5506,B,Mandalay,Membro,Feminino,Acessórios eletrônicos,90.7,6,27.21,571.41,2/26/2019,10:52,Dinheiro,544.2,4.761904762,27.21,5.3
721-86-6247,A,Yangon,Normal,Feminino,Casa e estilo de vida,63.42,8,25368,532728,03/11/19,12:55,Cartão de débito,507.36,4.761904762,25368,7.4
289-65-5721,B,Mandalay,Normal,Feminino,Acessórios de moda,81.37,2,8137,170877,1/26/2019,19:28,Dinheiro,162.74,4.761904762,8137,6.5
545-46-3100,B,Mandalay,Membro,Feminino,Acessórios eletrônicos,10.59,3,1.5885,33.3585,03/12/19,13:52,Cartão de crédito,31.77,4.761904762,1.5885,8.7
418-02-5978,B,Mandalay,Normal,Feminino,Saúde e beleza,84.09,9,37.8405,794.6505,02/11/19,10:54,Dinheiro,756.81,4.761904762,37.8405,8
269-04-5750,B,Mandalay,Membro,Masculino,Acessórios de moda,73.82,4,14764,310044,2/21/2019,18:31,Dinheiro,295.28,4.761904762,14764,6.7
157-13-5295,A,Yangon,Membro,Masculino,Saúde e beleza,51.94,10,25.97,545.37,03/09/19,18:24,Cartão de débito,519.4,4.761904762,25.97,6.5
645-78-8093,A,Yangon,Normal,Feminino,Esportes e viagem,93.14,2,9314,195594,1/20/2019,18:09,Cartão de débito,186.28,4.761904762,9314,4.1
211-30-9270,C,Naypyitaw,Normal,Masculino,Saúde e beleza,17.41,5,4.3525,91.4025,1/28/2019,15:16,Cartão de crédito,87.05,4.761904762,4.3525,4.9
755-12-3214,C,Naypyitaw,Membro,Feminino,Acessórios de moda,44.22,5,11055,232155,03/05/19,17:07,Cartão de crédito,221.1,4.761904762,11055,8.6
346-84-3103,B,Mandalay,Membro,Feminino,Acessórios eletrônicos,13.22,5,3305,69405,03/02/19,19:26,Dinheiro,66.1,4.761904762,3305,4.3
478-06-7835,A,Yangon,Normal,Masculino,Acessórios de moda,89.69,1,4.4845,94.1745,01/11/19,11:20,Cartão de débito,89.69,4.761904762,4.4845,4.9
540-11-4336,A,Yangon,Normal,Masculino,Comida e bebidas,24.94,9,11223,235683,01/11/19,16:49,Cartão de crédito,224.46,4.761904762,11223,5.6
448-81-5016,A,Yangon,Normal,Masculino,Saúde e beleza,59.77,2,5977,125517,03/11/19,12:01,Cartão de crédito,119.54,4.761904762,5977,5.8
142-72-4741,C,Naypyitaw,Membro,Masculino,Acessórios de moda,93.2,2,9.32,195.72,2/28/2019,18:37,Cartão de crédito,186.4,4.761904762,9.32,6
217-58-1179,A,Yangon,Membro,Masculino,Casa e estilo de vida,62.65,4,12.53,263.13,01/05/19,11:25,Dinheiro,250.6,4.761904762,12.53,4.2
376-02-8238,B,Mandalay,Normal,Masculino,Casa e estilo de vida,93.87,8,37548,788508,02/02/19,18:42,Cartão de crédito,750.96,4.761904762,37548,8.3
530-90-9855,A,Yangon,Membro,Masculino,Casa e estilo de vida,47.59,8,19036,399756,01/01/19,14:47,Dinheiro,380.72,4.761904762,19036,5.7
866-05-7563,B,Mandalay,Membro,Feminino,Acessórios eletrônicos,81.4,3,12.21,256.41,02/09/19,19:43,Dinheiro,244.2,4.761904762,12.21,4.8
604-70-6476,A,Yangon,Membro,Masculino,Acessórios de moda,17.94,5,4485,94185,1/23/2019,14:04,Cartão de débito,89.7,4.761904762,4485,6.8
799-71-1548,A,Yangon,Membro,Masculino,Acessórios eletrônicos,77.72,4,15544,326424,01/07/19,16:11,Cartão de crédito,310.88,4.761904762,15544,8.8
785-13-7708,B,Mandalay,Normal,Masculino,Comida e bebidas,73.06,7,25571,536991,1/14/2019,19:06,Cartão de crédito,511.42,4.761904762,25571,4.2
845-51-0542,B,Mandalay,Membro,Masculino,Comida e bebidas,46.55,9,20.9475,439.8975,02/02/19,15:34,Cartão de débito,418.95,4.761904762,20.9475,6.4
662-47-5456,C,Naypyitaw,Membro,Masculino,Acessórios de moda,35.19,10,17595,369495,3/17/2019,19:06,Cartão de crédito,351.9,4.761904762,17595,8.4
883-17-4236,C,Naypyitaw,Normal,Feminino,Esportes e viagem,14.39,2,1439,30219,03/02/19,19:44,Cartão de crédito,28.78,4.761904762,1439,7.2
290-68-2984,A,Yangon,Normal,Masculino,Casa e estilo de vida,23.75,4,4.75,99.75,3/16/2019,11:22,Dinheiro,95,4.761904762,4.75,5.2
704-11-6354,A,Yangon,Membro,Masculino,Casa e estilo de vida,58.9,8,23.56,494.76,01/06/19,11:23,Dinheiro,471.2,4.761904762,23.56,8.9
110-48-7033,B,Mandalay,Membro,Masculino,Acessórios de moda,32.62,4,6524,137004,1/29/2019,14:12,Dinheiro,130.48,4.761904762,6524,9
366-93-0948,A,Yangon,Membro,Masculino,Acessórios eletrônicos,66.35,1,3.3175,69.6675,1/31/2019,10:46,Cartão de crédito,66.35,4.761904762,3.3175,9.7
729-09-9681,A,Yangon,Membro,Masculino,Casa e estilo de vida,25.91,6,7773,163233,02/05/19,10:16,Cartão de débito,155.46,4.761904762,7773,8.7
151-16-1484,A,Yangon,Membro,Masculino,Acessórios eletrônicos,32.25,4,6.45,135.45,2/13/2019,12:38,Cartão de débito,129,4.761904762,6.45,6.5
380-94-4661,C,Naypyitaw,Membro,Masculino,Acessórios eletrônicos,65.94,4,13188,276948,02/07/19,13:05,Cartão de crédito,263.76,4.761904762,13188,6.9
850-41-9669,A,Yangon,Normal,Feminino,Acessórios eletrônicos,75.06,9,33777,709317,3/19/2019,13:25,Cartão de débito,675.54,4.761904762,33777,6.2
821-07-3596,C,Naypyitaw,Normal,Feminino,Acessórios de moda,16.45,4,3.29,69.09,03/07/19,14:53,Cartão de débito,65.8,4.761904762,3.29,5.6
655-85-5130,B,Mandalay,Membro,Feminino,Acessórios de moda,38.3,4,7.66,160.86,3/13/2019,19:22,Dinheiro,153.2,4.761904762,7.66,5.7
447-15-7839,A,Yangon,Membro,Feminino,Esportes e viagem,22.24,10,11.12,233.52,02/09/19,11:00,Dinheiro,222.4,4.761904762,11.12,4.2
154-74-7179,B,Mandalay,Normal,Masculino,Esportes e viagem,54.45,1,2.7225,57.1725,2/26/2019,19:24,Cartão de débito,54.45,4.761904762,2.7225,7.9
253-12-6086,A,Yangon,Membro,Feminino,Esportes e viagem,98.4,7,34.44,723.24,03/12/19,12:43,Cartão de crédito,688.8,4.761904762,34.44,8.7
808-65-0703,C,Naypyitaw,Normal,Masculino,Casa e estilo de vida,35.47,4,7094,148974,3/14/2019,17:22,Cartão de crédito,141.88,4.761904762,7094,6.9
571-94-0759,B,Mandalay,Membro,Feminino,Comida e bebidas,74.6,10,37.3,783.3,01/08/19,20:55,Dinheiro,746,4.761904762,37.3,9.5
144-51-6085,A,Yangon,Membro,Masculino,Casa e estilo de vida,70.74,4,14148,297108,01/05/19,16:05,Cartão de crédito,282.96,4.761904762,14148,4.4
731-14-2199,A,Yangon,Membro,Feminino,Casa e estilo de vida,35.54,10,17.77,373.17,01/04/19,13:34,Cartão de débito,355.4,4.761904762,17.77,7
783-09-1637,B,Mandalay,Normal,Feminino,Esportes e viagem,67.43,5,16.8575,354.0075,03/06/19,18:13,Cartão de débito,337.15,4.761904762,16.8575,6.3
687-15-1097,C,Naypyitaw,Membro,Feminino,Saúde e beleza,21.12,2,2112,44352,01/03/19,19:17,Dinheiro,42.24,4.761904762,2112,9.7
126-54-1082,A,Yangon,Membro,Feminino,Casa e estilo de vida,21.54,9,9693,203553,01/07/19,11:44,Cartão de crédito,193.86,4.761904762,9693,8.8
633-91-1052,A,Yangon,Normal,Feminino,Casa e estilo de vida,12.03,2,1203,25263,1/27/2019,15:51,Dinheiro,24.06,4.761904762,1203,5.1
477-24-6490,B,Mandalay,Normal,Feminino,Saúde e beleza,99.71,6,29913,628173,2/26/2019,16:52,Cartão de débito,598.26,4.761904762,29913,7.9
566-19-5475,B,Mandalay,Normal,Masculino,Acessórios de moda,47.97,7,16.7895,352.5795,01/07/19,20:52,Dinheiro,335.79,4.761904762,16.7895,6.2
526-86-8552,C,Naypyitaw,Membro,Feminino,Casa e estilo de vida,21.82,10,10.91,229.11,01/07/19,17:36,Dinheiro,218.2,4.761904762,10.91,7.1
376-56-3573,C,Naypyitaw,Normal,Feminino,Acessórios de moda,95.42,4,19084,400764,02/02/19,13:23,Cartão de débito,381.68,4.761904762,19084,6.4
537-72-0426,C,Naypyitaw,Membro,Masculino,Acessórios de moda,70.99,10,35495,745395,3/20/2019,16:28,Dinheiro,709.9,4.761904762,35495,5.7
828-61-5674,A,Yangon,Membro,Masculino,Esportes e viagem,44.02,10,22.01,462.21,3/20/2019,19:57,Cartão de crédito,440.2,4.761904762,22.01,9.6
136-08-6195,A,Yangon,Normal,Feminino,Casa e estilo de vida,69.96,8,27984,587664,2/15/2019,17:01,Cartão de crédito,559.68,4.761904762,27984,6.4
523-38-0215,C,Naypyitaw,Normal,Masculino,Casa e estilo de vida,37,1,1.85,38.85,03/06/19,13:29,Cartão de crédito,37,4.761904762,1.85,7.9
490-29-1201,A,Yangon,Normal,Feminino,Esportes e viagem,15.34,1,767,16107,01/06/19,11:09,Dinheiro,15.34,4.761904762,767,6.5
667-92-0055,A,Yangon,Membro,Masculino,Saúde e beleza,99.83,6,29949,628929,03/04/19,15:02,Cartão de débito,598.98,4.761904762,29949,8.5
565-17-3836,A,Yangon,Membro,Feminino,Saúde e beleza,47.67,4,9534,200214,03/12/19,14:21,Dinheiro,190.68,4.761904762,9534,9.1
498-41-1961,B,Mandalay,Normal,Masculino,Saúde e beleza,66.68,5,16.67,350.07,2/20/2019,18:01,Dinheiro,333.4,4.761904762,16.67,7.6
593-95-4461,C,Naypyitaw,Membro,Masculino,Casa e estilo de vida,74.86,1,3743,78603,3/24/2019,14:49,Dinheiro,74.86,4.761904762,3743,6.9
226-71-3580,C,Naypyitaw,Normal,Feminino,Esportes e viagem,23.75,9,10.6875,224.4375,1/31/2019,12:02,Dinheiro,213.75,4.761904762,10.6875,9.5
283-79-9594,B,Mandalay,Normal,Feminino,Comida e bebidas,48.51,7,16.9785,356.5485,1/25/2019,13:30,Cartão de crédito,339.57,4.761904762,16.9785,5.2
430-60-3493,A,Yangon,Membro,Feminino,Casa e estilo de vida,94.88,7,33208,697368,02/03/19,14:38,Dinheiro,664.16,4.761904762,33208,4.2
139-20-0155,B,Mandalay,Membro,Masculino,Acessórios eletrônicos,40.3,10,20.15,423.15,1/24/2019,17:37,Cartão de crédito,403,4.761904762,20.15,7
558-80-4082,C,Naypyitaw,Normal,Masculino,Acessórios eletrônicos,27.85,7,9.7475,204.6975,3/14/2019,17:20,Cartão de débito,194.95,4.761904762,9.7475,6
278-97-7759,A,Yangon,Membro,Feminino,Acessórios eletrônicos,62.48,1,3124,65604,2/18/2019,20:29,Dinheiro,62.48,4.761904762,3124,4.7
316-68-6352,A,Yangon,Membro,Feminino,Comida e bebidas,36.36,2,3636,76356,1/21/2019,10:00,Dinheiro,72.72,4.761904762,3636,7.1
585-03-5943,B,Mandalay,Normal,Masculino,Saúde e beleza,18.11,10,9055,190155,3/13/2019,11:46,Cartão de débito,181.1,4.761904762,9055,5.9
211-05-0490,C,Naypyitaw,Membro,Feminino,Acessórios eletrônicos,51.92,5,12.98,272.58,03/03/19,13:42,Dinheiro,259.6,4.761904762,12.98,7.5
727-75-6477,C,Naypyitaw,Normal,Masculino,Acessórios eletrônicos,28.84,4,5768,121128,3/29/2019,14:44,Dinheiro,115.36,4.761904762,5768,6.4
744-02-5987,A,Yangon,Membro,Masculino,Casa e estilo de vida,78.38,6,23514,493794,01/10/19,14:16,Cartão de débito,470.28,4.761904762,23514,5.8
307-83-9164,A,Yangon,Membro,Masculino,Casa e estilo de vida,60.01,4,12002,252042,1/25/2019,15:54,Dinheiro,240.04,4.761904762,12002,4.5
779-06-0012,C,Naypyitaw,Membro,Feminino,Casa e estilo de vida,88.61,1,4.4305,93.0405,1/19/2019,10:21,Dinheiro,88.61,4.761904762,4.4305,7.7
446-47-6729,C,Naypyitaw,Normal,Masculino,Acessórios de moda,99.82,2,9982,209622,01/02/19,18:09,Cartão de crédito,199.64,4.761904762,9982,6.7
573-10-3877,B,Mandalay,Membro,Masculino,Saúde e beleza,39.01,1,1.9505,40.9605,03/12/19,16:46,Cartão de crédito,39.01,4.761904762,1.9505,4.7
735-06-4124,C,Naypyitaw,Normal,Masculino,Comida e bebidas,48.61,1,2.4305,51.0405,2/25/2019,15:31,Dinheiro,48.61,4.761904762,2.4305,4.4
439-54-7422,A,Yangon,Normal,Feminino,Acessórios eletrônicos,51.19,4,10238,214998,3/18/2019,17:15,Cartão de crédito,204.76,4.761904762,10238,4.7
396-90-2219,B,Mandalay,Normal,Feminino,Acessórios eletrônicos,14.96,8,5984,125664,2/23/2019,12:29,Dinheiro,119.68,4.761904762,5984,8.6
411-77-0180,A,Yangon,Membro,Masculino,Acessórios eletrônicos,72.2,7,25.27,530.67,3/26/2019,20:14,Cartão de débito,505.4,4.761904762,25.27,4.3
286-01-5402,A,Yangon,Normal,Feminino,Esportes e viagem,40.23,7,14.0805,295.6905,3/30/2019,13:22,Dinheiro,281.61,4.761904762,14.0805,9.6
803-17-8013,A,Yangon,Membro,Feminino,Casa e estilo de vida,88.79,8,35516,745836,2/17/2019,17:09,Dinheiro,710.32,4.761904762,35516,4.1
512-98-1403,A,Yangon,Membro,Feminino,Acessórios eletrônicos,26.48,3,3972,83412,3/21/2019,10:40,Cartão de débito,79.44,4.761904762,3972,4.7
848-42-2560,A,Yangon,Normal,Feminino,Acessórios de moda,81.91,2,8191,172011,03/05/19,17:43,Dinheiro,163.82,4.761904762,8191,7.8
532-59-7201,B,Mandalay,Membro,Masculino,Esportes e viagem,79.93,6,23979,503559,1/31/2019,14:04,Dinheiro,479.58,4.761904762,23979,5.5
181-94-6432,C,Naypyitaw,Membro,Masculino,Acessórios de moda,69.33,2,6933,145593,02/05/19,19:05,Cartão de débito,138.66,4.761904762,6933,9.7
870-76-1733,A,Yangon,Membro,Feminino,Comida e bebidas,14.23,5,3.5575,74.7075,02/01/19,10:08,Cartão de crédito,71.15,4.761904762,3.5575,4.4
423-64-4619,A,Yangon,Membro,Feminino,Saúde e beleza,15.55,9,6.9975,146.9475,03/07/19,13:12,Dinheiro,139.95,4.761904762,6.9975,5
227-07-4446,C,Naypyitaw,Membro,Feminino,Acessórios eletrônicos,78.13,10,39065,820365,02/10/19,20:51,Dinheiro,781.3,4.761904762,39065,4.4
174-36-3675,C,Naypyitaw,Membro,Masculino,Comida e bebidas,99.37,2,9937,208677,2/14/2019,17:29,Dinheiro,198.74,4.761904762,9937,5.2
428-83-5800,C,Naypyitaw,Membro,Feminino,Comida e bebidas,21.08,3,3162,66402,02/09/19,10:25,Dinheiro,63.24,4.761904762,3162,7.3
603-07-0961,C,Naypyitaw,Membro,Masculino,Acessórios eletrônicos,74.79,5,18.6975,392.6475,01/10/19,11:34,Dinheiro,373.95,4.761904762,18.6975,4.9
704-20-4138,C,Naypyitaw,Membro,Feminino,Saúde e beleza,29.67,7,10.3845,218.0745,03/11/19,18:58,Cartão de crédito,207.69,4.761904762,10.3845,8.1
787-15-1757,C,Naypyitaw,Membro,Masculino,Saúde e beleza,44.07,4,8814,185094,2/18/2019,16:28,Cartão de débito,176.28,4.761904762,8814,8.4
649-11-3678,C,Naypyitaw,Normal,Feminino,Comida e bebidas,22.93,9,10.3185,216.6885,2/26/2019,20:26,Dinheiro,206.37,4.761904762,10.3185,5.5
622-20-1945,C,Naypyitaw,Normal,Feminino,Saúde e beleza,39.42,1,1971,41391,1/18/2019,15:08,Dinheiro,39.42,4.761904762,1971,8.4
372-94-8041,A,Yangon,Normal,Masculino,Saúde e beleza,15.26,6,4578,96138,2/15/2019,18:03,Cartão de débito,91.56,4.761904762,4578,9.8
563-91-7120,A,Yangon,Normal,Feminino,Acessórios de moda,61.77,5,15.4425,324.2925,03/08/19,13:21,Dinheiro,308.85,4.761904762,15.4425,6.7
746-54-5508,A,Yangon,Normal,Masculino,Casa e estilo de vida,21.52,6,6456,135576,1/17/2019,12:48,Cartão de crédito,129.12,4.761904762,6456,9.4
276-54-0879,B,Mandalay,Normal,Masculino,Esportes e viagem,97.74,4,19548,410508,03/12/19,19:53,Cartão de débito,390.96,4.761904762,19548,6.4
815-11-1168,A,Yangon,Membro,Masculino,Comida e bebidas,99.78,5,24945,523845,03/09/19,19:09,Dinheiro,498.9,4.761904762,24945,5.4
719-76-3868,C,Naypyitaw,Membro,Masculino,Comida e bebidas,94.26,4,18852,395892,03/12/19,16:30,Dinheiro,377.04,4.761904762,18852,8.6
730-61-8757,B,Mandalay,Membro,Masculino,Saúde e beleza,51.13,4,10226,214746,1/25/2019,10:11,Cartão de crédito,204.52,4.761904762,10226,4
340-66-0321,A,Yangon,Membro,Masculino,Acessórios eletrônicos,36.36,4,7272,152712,3/25/2019,13:07,Dinheiro,145.44,4.761904762,7272,7.6
868-81-1752,B,Mandalay,Normal,Masculino,Casa e estilo de vida,22.02,9,9909,208089,02/07/19,18:48,Dinheiro,198.18,4.761904762,9909,6.8
634-97-8956,A,Yangon,Normal,Masculino,Comida e bebidas,32.9,3,4935,103635,2/17/2019,17:27,Cartão de crédito,98.7,4.761904762,4935,9.1
